TimeStamp,Ethylene,Ethane,
2020/01/01 00:00,0.107239036,0.89247781,0.999716846
2020/01/01 06:00,0.107378006,0.896736538,1.004114544
2020/01/02 00:00,0.092180185,0.985485177,1.077665362
2020/01/02 06:00,0.106090983,0.970531008,1.076621991
2020/01/03 00:00,0.103429382,0.923285307,1.026714689
2020/01/03 06:00,0.102459451,0.949043158,1.051502609
2020/01/04 00:00,0.109831854,0.885418833,0.995250687
2020/01/04 06:00,0.10869931,0.904365099,1.013064409
2020/01/05 00:00,0.097697742,0.830520181,0.928217923
2020/01/05 06:00,0.102912242,0.978773788,1.08168603
2020/01/06 00:00,0.103911053,0.870373916,0.974284969
2020/01/06 06:00,0.105671277,0.868468211,0.974139488
2020/01/07 00:00,0.09985486,0.82563294,0.9254878
2020/01/07 06:00,0.100074529,0.9229478,1.023022329
2020/01/08 00:00,0.094945703,0.825959831,0.920905534
2020/01/08 06:00,0.096199477,0.987651733,1.08385121
2020/01/09 00:00,0.092142514,0.889116851,0.981259365
2020/01/09 06:00,0.095967638,0.963560661,1.059528299
2020/01/10 00:00,0.108760194,0.967972888,1.076733082
2020/01/10 06:00,0.096962919,0.930838356,1.027801275
2020/01/11 00:00,0.095538445,0.824699673,0.920238118
2020/01/11 06:00,0.101902136,0.941316514,1.04321865
2020/01/12 00:00,0.107373055,0.934839923,1.042212978
2020/01/12 06:00,0.102622132,0.816601807,0.919223939
2020/01/13 00:00,0.097522962,0.813489671,0.911012633
2020/01/13 06:00,0.109016434,0.839104313,0.948120747
2020/01/14 00:00,0.106539973,0.8548783,0.961418273
